text,description,review_title,verified_purchase,rating,id,product_title_parent_asin
Love this piece! Just note that the color of &#34;BACON WRAPPED&#34; is darker than it appears on screen.,"['ORIGINAL WALL DECOR', 'At VintBo, we specialize in creating unique and memorable pieces of art that are sure to add a fun vintage style to your home decor.', 'ORIGINAL DICTIONARY PAGE', 'The artwork is printed an authentic antique dictionary page from the early to mid-1900’s. The pages that are used for each print are random pages from a vintage dictionary. Each page has a great antique look and feel. You will receive the exact image shown however the dictionary pages that are used will vary. This makes each print one of a kind, as no two pages will be exactly the same.', 'READY TO BE FRAMED', 'The prints DO NOT come framed, but will fit any standard 8x10 frame or any larger frame with an 8x10 matte.', 'GREAT AS A GIFT', 'Our prints make the perfect gift for wall decor for an office, home, bedroom, kitchen, college dorm, dining room, living room, family room, bathroom or even the gym. And they are a great wall decoration for any age: adults, students, kids.', 'HANDMADE IN THE USA', 'I personally create each design and carefully package each print with a protective plastic sleeve inside a rigid mailing envelope to protect the artwork during shipping. Each print measures at 8x10 inches', 'STURDY PACKAGING', 'Each print comes in an EXTRA sturdy envelope for support and protection from any damage during the shipping process.', 'SO MANY MORE DESIGNS', 'Check out the VINTAGE BOOK ART CO store at the top left of this page. I offer a very large variety of prints within my shop here on Amazon. My current print selections include; Vintage Dictionary Art Prints, Gold Foil Prints, Nursery Room Prints, Kids Bedroom Prints, Bathroom Prints, Kitchen Prints, Larger Scale prints and posters, and much more. Enjoy!']",Five Stars,True,5.0,82332,"You Had Me At Bacon Wrapped Typography Vintage Dictionary Art Print, Antique Wall Art Home Decor, Modern Boho Poster, Farmhouse Decoration Living Room Bedroom Office 8x10 Inches, Ready To FrameB015S3EL8K"
Engraved well fit right but I lost it 😢 I'll have to buy another one someday,"['New to our product line are these nice Stainless Steel Stackable Name Rings, they are available in Matte, Shiny, Rose Gold, Gold and Coffee colors Stainless Steel. Each ring is personalized with your choice of wording and/or dates. The rings are made of Stainless Steel that will not fade, tarnish or stain your skin. Rose Gold, Gold and Coffee colors are plated over Stainless Steel. Each ring is 3mm wide, the perfect width for stacking! **LISTING IS FOR 1 RING** ( Picture shows five individual rings which are sold separately) Change Quantity to desired number of rings and add to cart separately ****INSIDE ENGRAVING NOT AVAILABLE FOR THIS RING**** ------------ORDERING INSTRUCTIONS--------------- 1. Select Quantity 2. Select Color3. Select Size 4. Enter personalization (35 characters max.) **Please note: Paint in rings is not permanent and will come out over time, length will vary depending on wear of ring. This can easily be repainted at any time using a paint marker and wiping excess with alcohol. Unfortunately, there is not a way to make it permanent in stainless steel, however the engraving (stamping) will always be there**']",Five Stars,True,5.0,1413,"Personalized Stackable Name Ring - Stacking Rings - Matte, Shiny, Rose Gold, Gold and Coffee Colors - 3mm WidthB015YI5I40"
Awesome.,"['ORIGINAL WALL DECOR', 'At VintBo, we specialize in creating unique and memorable pieces of art that are sure to add a fun vintage style to your home decor.', 'ORIGINAL DICTIONARY PAGE', 'The artwork is printed an authentic antique dictionary page from the early to mid-1900’s. The pages that are used for each print are random pages from a vintage dictionary. Each page has a great antique look and feel. You will receive the exact image shown however the dictionary pages that are used will vary. This makes each print one of a kind, as no two pages will be exactly the same.', 'READY TO BE FRAMED', 'The prints DO NOT come framed, but will fit any standard 8x10 frame or any larger frame with an 8x10 matte.', 'GREAT AS A GIFT', 'Our prints make the perfect gift for wall decor for an office, home, bedroom, kitchen, college dorm, dining room, living room, family room, bathroom or even the gym. And they are a great wall decoration for any age: adults, students, kids.', 'HANDMADE IN THE USA', 'I personally create each design and carefully package each print with a protective plastic sleeve inside a rigid mailing envelope to protect the artwork during shipping. Each print measures at 8x10 inches', 'STURDY PACKAGING', 'Each print comes in an EXTRA sturdy envelope for support and protection from any damage during the shipping process.', 'SO MANY MORE DESIGNS', 'Check out the VINTAGE BOOK ART CO store at the top left of this page. I offer a very large variety of prints within my shop here on Amazon. My current print selections include; Vintage Dictionary Art Prints, Gold Foil Prints, Nursery Room Prints, Kids Bedroom Prints, Bathroom Prints, Kitchen Prints, Larger Scale prints and posters, and much more. Enjoy!']",Four Stars,True,4.0,844,"Winston Churchill Quote Typography Vintage Dictionary Art Print, Antique Wall Art Home Decor, Modern Boho Poster, Farmhouse Decoration Living Room Bedroom Office 8x10 Inches, Ready To FrameB015S231UA"
Really cute Mickey Mouse print. I liked it so well I also purchased the single 8” x 10” prints. My son-in-law and daughter loved them for their Mickey themed breakfast room!,['8x10 UNFRAMED Prints'],Adorable,True,5.0,60009,"Quotes Wall Art Poster - Unique Inspirational Gift - Home or Office Decor for World Fans, Men, Women - Motivational Room Decorations for Girl, Kids, Boy Bedroom - 8x10 Unframed printB08B6D96RQ"
"[[VIDEOID:cbacd8f53697bf4690b2dc1b9ce48aff]] These earrings are the perfect size, not too big or too small. I highly recommend them! I love how they sway and move slightly when walking, it makes it so the light reflects off of them beautifully.<br />I’ve received soo many compliments on these earrings, they make gorgeous gift for yourself or a loved one.",['slim minimalist pink dangle earrings for everyday wear >>>>each bar length 46 x 3 mm >>>> rose gold plated brass metal used >>>>>>>>It comes in a gift box ready for gifting.'],Amazing Eye Captivating Earrings!!,True,5.0,15458,Minimal Simple Long Rose Gold Plated Bar Dangle EarringsB01M1CS0RS
Couldn't give it 5stars because I had to trim it to fit in a standard frame,"['This is an upcycled print printed on an old dictionary page. We take old books about to be destroyed and upcycle them in order to give them new life. The aging, slightly-yellowed page is carefully removed, and the image is printed directly on the recycled paper. The result is a unique and absolutely beautiful print suitable for framing. These prints are definite conversation-starters and look just gorgeous while hanging on the wall. The pages are approximately 8.5 x 11 in size, with a very slight variation. No two are exactly the same, but all will fit nicely in an 8.5 x 11 frame. You will not get the exact dictionary page shown in the image, but you will get a print from the same book. Every piece is original. ***Frame is not included****. You will receive just the print. These vintage book prints make awesome, unique gifts and are environmentally responsible. All prints are shipped flat in rigid, stay-flat mailers and are protected in plastic sleeves.']",Cute,True,4.0,16225,"Captain Grumble the Sea Pug Riding His Narwhal Steed, Noodles Art Print Beautifully Upcycled Dictionary Page book Art Print Pug On a NarwhalB01M6YP6NN"
My mom loved it,"['Each tumbler is personalized using laser engraving machines to permanently etch your choice of text into the surface of the tumbler. Our tumblers are vacuum insulated stainless steel, so they keep drinks hot or cold for hours. Includes a straw and lid.']",I',True,5.0,51721,"Personalized Laser Engraved 22 oz Stainless Steel Tumbler with Custom Mama/Papa Bear and Cubs - Includes Straw and Lid - Bear, Mama, Papa, Cubs, Parent Gift, Mother's Day Gift, Father's Day GiftB07V5P6WHK"
I bought these for my office and it adds such an interesting focal point to the walls now. Be sure to by pre-matted frames and they are good to go.,['6 - 8x10 UNFRAMED Prints'],Great affordable prints,True,5.0,61109,"Banksy Wall Art Set - Inspirational Quotes Room Decor - Motivational Graffiti Street Art for Teens Bedroom, Living Room, Dorm - Set of 6-8x10 each Poster Picture Prints Home DecorationB08HDKFX5N"
Bought to use as my wedding band ❤,"['A personalized sterling silver stacking ring 2.4 mm wide and a sturdy 1.35 mm thick to last a lifetime. Handmade from solid sterling silver wire. Lettering available is upper case only A-Z, &, a heart symbol and simple punctuation. Every ring tells a story.']",Very cute!,True,5.0,166,"Personalized Sterling Silver Ring, Stacking Rings - 2.4 mm wideB01591IOQG"
Quality is great and looks wonderful,"[""Customized horse necklace gift with personalized (3/8'') initial disc and personalized (6mm) Swarovski birthstone. Perfect gift for any horse enthusiast! The necklace comes neatly packed inside of a white swirl gift box. ____________________________________________________   PRODUCT DETAILS:   * Horse Charm   * 3/8'' Personalized Stainless Steel Initial Letter   * Personalized Swarovski Birthstone   * Silver Chain ____________________________________________________   PRODUCTION TIME: ALL orders ship in 1 business day!""]",Horse,True,5.0,16387,"Horse Necklace - Horseback Riding Rodeo Jewelry - Horse Lover Gift - Little Girls Gift - Personalized Birthstone, Initial, & Chain LengthB01M7473IT"
"Love the flowers, I get tons of compliments on them. So easy to install, am ordering more to turn the entire wall into a peony flower mural","['► THE WALL MUST BE DRY, LIGHT, SMOOTH, CLEAN, AND FREE OF DUST. IT IS NOT SUITABLE FOR THE TOO MUCH TEXTURED WALLS Floral wall decal, peony bouquet flowers removable peel and stick wall sticker INCLUDES: ► 6 Separate cut out peonies ranging in approximate sizes of 24""/61cm to 15.7""/40cm to 14.9""/38cm ► 14 Separate leaves and leaf clusters ranging in approximate sizes of 12.5""/32cm to 10.2""/26cm to 8.6""/22cm ► Quick installation – Just peel and stick – you can easily re-position if needed. ► Cut from premium self-adhesive decal material specifically designed for home decor ► Matte finish ► Removable►We strongly recommend applying the decals 3 weeks after painting.Peel and stick wall decal material may not stick to textured, newly painted, painted with acrylic paint wall ►Green guard gold certified HP Latex print quality']",Perfect,True,5.0,44409,"Murwall Floral Peonies Wall Decal, Peony Bouquet Flowers Removable Peel and Stick Wall StickerB07M7PFZXV"
Awesome print. Too bad it delivered creased and folded on one side. Hopefully I can flatten it in a frame so it doesn't look too bad.,"['This is an upcycled print printed on an old dictionary page. We take old books about to be destroyed and upcycle them in order to give them new life. The aging, slightly-yellowed page is carefully removed, and the image is printed directly on the recycled paper. The result is a unique and absolutely beautiful print suitable for framing. These prints are definite conversation-starters and look just gorgeous while hanging on the wall. The pages are approximately 8.5 x 11 in size, with a very slight variation. No two are exactly the same, but all will fit nicely in an 8.5 x 11 frame. You will not get the exact dictionary page shown in the image, but you will get a print from the same book. Every piece is original. ***Frame is not included****. You will receive just the print. These vintage book prints make awesome, unique gifts and are environmentally responsible. All prints are shipped flat in rigid, stay-flat mailers and are protected in plastic sleeves.']",Awesome print. Too bad it delivered creased and folded ...,True,3.0,87358,Dandy Sloth With Top Hat and Monocle In Suit Illustration Beautifully Upcycled Dictionary Page Book Art PrintB018V7FPJE
It's just ok. Wasn't worth what it cost. Perhaps half .<br />You really have to look closely at pictures before you know what it is. (Yes my vision is good.),"['FINEST QUALITY INKS AND PAPER:', 'Decor features purple, black, blue, yellow and white using the finest inks available. Printed on 80# coated paper with a matte finish. The actual paper size has dimensions of 8"" x 10"".', 'UNIQUE CELESTIAL OUTER SPACE POSTERS:', 'This beautiful art piece illustrates a spaceman on a glowing lunar boat paddling through a wave of clouds with the whole celestial galaxy above.', 'SUITABLE FOR MANY ENVIRONMENTS:', ""This picture is perfect for a college dorm, bathroom, bedroom, office, kitchen or living room. Once framed it's ready to hang."", 'IDEAL GIFT FOR LOVERS OF CREATIVE ART:', 'Anyone who appreciates unusual, trippy pieces will love this picture packaged in a protective sleeve ensuring it arrives to your home in perfect condition.', 'TRUSTED BRAND PRINTED IN THE USA:', ""Fuzzy Ink follows higher standards and guidelines since we print in America. If you aren't completely satisfied with your print please contact us and we will make it right."", ""We also love seeing our prints displayed in the wild so if you have any photos that you'd like to share with us please let us know!""]",Simply ok.,True,3.0,24886,Outer Space Wall Art - Astronomy Artwork of Astronaut Rowing in Crescent Moon With A Universe of Stars 8 x 10 Inch Unframed Planet DecorB074HWL3TK
Like everything about it.,"[""Our pink cotton candy whipped body butter lotion is made with 98.5% naturally derived ingredients in a thick, creamy amazing texture. Apply a tiny amount as a little goes a long way. This is a jar of handmade body butter you will actually use up to the last drop. This sweet scented hand cream is a gentle sweet that is very wearable on the skin. The creamy butter truly soaks into the skin but in seconds of applying it you can actually touch things without feeling greasy. It also stays put and won't wash off.""]",Smells great!,True,5.0,79847,Sunbasil Soap Sugar Cookie Whipped Body Butter Lotion Stocking Christmas Stuffers Handmade Gift for HerB0BWPFJ4LW
Great product,"['Split Letter Decal with custom name in middle in font shown in picture to fit a YETI RAMBLER 20 or 30oz or any other coffee mug or stainless steel tumbler such as Ozark, RTIC, or Boss! 5-7 year high quality indoor/outdoor vinyl Precision die-cut decal with no background, not a cheap sticker No ink, will not fade or run. Waterproof, self-adhesive, and removable Can be applied to any smooth surface. Clear application tape is used for easy and accurate placement. All decals are shipped masked and ready for application. *Cup not included*']",Great,True,4.0,98072,Split Initial Monogram Name Decal for 20oz 30oz 40oz Yeti RTIC Ozark Trail Bubba Tumbler Growler Swell BottleB01M1AV39X
does not come framed.<br />but my sis loved it.,"['This is an upcycled print printed on an old dictionary page. We take old books about to be destroyed and upcycle them in order to give them new life. The aging, slightly-yellowed page is carefully removed, and the image is printed directly on the recycled paper. The result is a unique and absolutely beautiful print suitable for framing. These prints are definite conversation-starters and look just gorgeous while hanging on the wall. The pages are approximately 8.5 x 11 in size, with a very slight variation. No two are exactly the same, but all will fit nicely in an 8.5 x 11 frame. You will not get the exact dictionary page shown in the image, but you will get a print from the same book. Every piece is original. ***Frame is not included****. You will receive just the print. These vintage book prints make awesome, unique gifts and are environmentally responsible. All prints are shipped flat in rigid, stay-flat mailers and are protected in plastic sleeves.']",no frame,True,4.0,16243,"Captain Grumble the Sea Pug Riding His Narwhal Steed, Noodles Art Print Beautifully Upcycled Dictionary Page book Art Print Pug On a NarwhalB01M6YP6NN"
"Love this decor for my boys sports themed room. It’s a little tricky to put up. But if you need help, just YouTube. :)","[""This vinyl wall decal is the perfect addition to any child or teen's room. It would also be perfect to put in your nursery or play room! This wall decal has a matte finish and looks like it's painted wall decor after applying. Works on smooth and lightly textured walls only. Peel & Stick construction makes this wall decal very easy to install. Color chart and policies are shown above. All colors in chart are available but may not show in color drop down menu. If you would like a color not in the menu, just contact us. All of our wall decals are removable for up to 2 years but not reusable. Check out the Sticky Wall Vinyl store to see hundreds of handmade vinyl wall decals that are a perfect way to decorate your home or give them as a Christmas gift! COLORS: You may choose a color for the name and for the baseball. PLEASE NOTE: The baseball is only 1 color. The picture shows the baseball color red. Only the red that you see in the picture is the vinyl decal, the white in the middle of this picture is the wall showing through. Whatever color your wall is will be in the middle of the stitches. The top stitches and the bottom stitches come separate so you can arrange them like in the picture or a different way. **wide= left to right **high = top to bottom ** Measurements may vary slightly ********** ALL ARTWORK & IMAGES ARE COPYRIGHT PROTECTED and the EXCLUSIVE PROPERTY OF STICKY WALL VINYL LLC. ANY COPYRIGHT INFRINGEMENT WILL BE REPORTED TO AMAZON AND IS SUBJECT TO PROSECUTION **********""]","Little tricky, but worth it.",True,5.0,11114,Custom Name Baseball Wall Decal - Boys Personalized Name Baseball Wall Sticker - Custom Name Sign - Custom Name Stencil Monogram - Boys Room Wall Decor …B01FSXARX8
Better than expected. Bought forbhusbands office and he lives them,"['Frame Not Included: Your High-Quality Photo Art Print Selections are Shipped Unframed, Carefully Packaged and Delivered Safely for Your Enjoyment. Give Any Wall in Any Room Some Character and Personality']",Great quality,True,5.0,40343,"Vintage Patent Prints Wall Art Golf Office Decor: Vintage Sports Posters Photo Prints & Patent Art Prints Wall Art - Great Gifts for Dad, Stepdad & Father in Law - Engineering Posters Set of 4, 8x10B07H8FMTVB"
"I wouldn't consider my walls heavily textured but they do have some texture and getting these to stick was a trick. Despite continuously pressing and rubbing them on, they began to peel within 20 minutes. I liked the look and was ready to commit, so I used spray adhesive to tack it down in some areas","['► THE WALL MUST BE DRY, LIGHT, SMOOTH, CLEAN, AND FREE OF DUST. IT IS NOT SUITABLE FOR THE TOO MUCH TEXTURED WALLS Floral wall decal, peony bouquet flowers removable peel and stick wall sticker INCLUDES: ► 6 Separate cut out peonies ranging in approximate sizes of 24""/61cm to 15.7""/40cm to 14.9""/38cm ► 14 Separate leaves and leaf clusters ranging in approximate sizes of 12.5""/32cm to 10.2""/26cm to 8.6""/22cm ► Quick installation – Just peel and stick – you can easily re-position if needed. ► Cut from premium self-adhesive decal material specifically designed for home decor ► Matte finish ► Removable►We strongly recommend applying the decals 3 weeks after painting.Peel and stick wall decal material may not stick to textured, newly painted, painted with acrylic paint wall ►Green guard gold certified HP Latex print quality']",Adhesive needs work,True,3.0,44363,"Murwall Floral Peonies Wall Decal, Peony Bouquet Flowers Removable Peel and Stick Wall StickerB07M7PFZXV"
Gorgeous a perfect size!!  Wonderful gift.  Gave them to two friends  as I left job.  So meaningful receiver cried.  Ordered another immediately for my daughter to give a friend.,"['These delightful little Doves are the ONLY AUTHENTIC REPLICAS OF THOSE IN THE HOME ALONE 2 MOVIE and come with a CERTIFICATE OF AUTHENTICITY and GIFT NOTE in an attractive JEWELRY STYLE GIFT BOX. Each bears the name of the artist and the copyright notice. They are approximately three inches in wingspan and two inches from beak tip to tail, the EXACT SIZE of those in the movie. A SILVERED CORD is INCLUDED but not attached. They are molded from ‘PELLUCIDA,’ our proprietary compound of resins that looks like porcelain, but unlike porcelain is very strong. They look so delicate and are as light as a feather, but they can withstand being dropped on the floor and other types of abuse. To appreciate the exquisite sculpting of these little birds, hold them up to a light. PLEASE NOTE: FOR RETURNS, SHIPPING TO YOU MAY NOT BE NOT INCLUDED']",Best gift!  I would order again.  Beautiful.,True,5.0,30991,HOME ALONE 2 DOVES PAIR AUTHENTIC REPLICAS USA made direct from John Perry who created them for the movieB077ZFRZCK
Awesome deacl,"['YOU HAVE EARNED YOUR SIGNETThis is the way.  This is an industrial, exterior grade vinyl decal sticker.  Measuring approx. 3"" inches x 5.5 "" inches  Hand-crafted by a professional sign company *This item will be shipped as first class mail and WILL NOT receive tracking* per the Amazon Selller Requirements. * small items that cost less than $10 and  are shipped in USPS Standard Mail envelopes or First Class Mail envelopes, it will not be included in the Valid Tracking Rate (VTR) metric calculation. If you are interested  in tracking for your shipment there\'s an additional $3.00 fee,  please contact me prior to your purchase.']",Awesome,True,5.0,56376,Bounty Hunter Star Mandalorian Logo Mudhorn Signet Mud Horn White Vinyl DecalB083D6TS21
Very nice for small room,['8x10 UNFRAMED Prints'],its nice,True,5.0,58639,"Zen Decor, Namaste Wall Decor, Buddha Wall Art - 8x10 Poster Print for Yoga Meditation Room, Spa Decoration - Spiritual Buddhist Gift With Hamsa Hand of Fatima, Mandala, LotusB086NW4DSY"
Can see well with these.,"['Introducing our Hand Embellished Reading Glasses, proudly crafted in the USA with Genuine European Crystals. Our glasses are created with meticulous attention to detail, and our in-house optical lab customizes the lenses to provide exceptional optical quality, clarity, and comfort. The Crystal-clear vision is achieved through the use of optical quality lenses and frames, while the scratch-resistant and aspheric lenses offer distortion-free viewing. We prioritize your safety and well-being, which is why our glasses are LEAD-Free. We recognize that everyone\'s eyesight is unique, which is why we offer multiple power options ranging from +1.00 to +4.00 and +5.00 +6.00. Our glasses come complete with a matching padded case and soft microfiber black case, providing optimal protection for your glasses. Our crystal glasses have received numerous compliments from our satisfied customers. Our policy is ""Fit & Style Guaranteed,"" so if you are not satisfied with your purchase within 30 days, we offer free returns and a full refund, including a prepaid return label ""Send us a message"". We also offer a 180-day warranty on our frames and crystals. Our reading glasses are designed with women in mind, featuring a durable and stylish Plastic Temple and Plastic Frame, while the Injection frame provides maximum comfort and flexibility. We also offer customization options for our Sun Readers and Sunglasses. Experience the ultimate reading glasses with our Hand Embellished Readers from the best online brand of fancy bling reading glasses By NY Fifth Avenue.']",Very comfy and clear vision,True,5.0,80741,"The French, (Bling) Fleur De Lis Women Reading Glasses Adorned with (Clear + Aurora Borealis) Austrian Crystals, Magnifying (Black) Rectangular. NY Fifth Avenue. (+2.50)B0C3WLLT25"
I love this ring. It’s exactly what I ordered. Thank you very much.,"[""Artist hand made  .925 Sterling Silver tiny silver band (1.3mm) is handstamped with 'teeny and tiny' letters. *Individual ring - for multiple ring please add one item, go back and add 2nd *  **important, please double check on size and spelling of the names""]",Ring,True,5.0,25345,Teeny Tiny Stacking Sterling Silver Ring By Hannah Design Personalized RingB074R7BSN2
Adorable and any Steampunk fan will love them.,"['ORIGINAL WALL DECOR', 'At VintBo, we specialize in creating unique and memorable pieces of art that are sure to add a fun vintage style to your home decor.', 'ORIGINAL DICTIONARY PAGE', 'The artwork is printed an authentic antique dictionary page from the early to mid-1900’s. The pages that are used for each print are random pages from a vintage dictionary. Each page has a great antique look and feel. You will receive the exact image shown however the dictionary pages that are used will vary. This makes each print one of a kind, as no two pages will be exactly the same.', 'READY TO BE FRAMED', 'The prints DO NOT come framed, but will fit any standard 8x10 frame or any larger frame with an 8x10 matte.', 'GREAT AS A GIFT', 'Our prints make the perfect gift for wall decor for an office, home, bedroom, kitchen, college dorm, dining room, living room, family room, bathroom or even the gym. And they are a great wall decoration for any age: adults, students, kids.', 'HANDMADE IN THE USA', 'I personally create each design and carefully package each print with a protective plastic sleeve inside a rigid mailing envelope to protect the artwork during shipping. Each print measures at 8x10 inches', 'STURDY PACKAGING', 'Each print comes in an EXTRA sturdy envelope for support and protection from any damage during the shipping process.', 'SO MANY MORE DESIGNS', 'Check out the VINTAGE BOOK ART CO store at the top left of this page. I offer a very large variety of prints within my shop here on Amazon. My current print selections include; Vintage Dictionary Art Prints, Gold Foil Prints, Nursery Room Prints, Kids Bedroom Prints, Bathroom Prints, Kitchen Prints, Larger Scale prints and posters, and much more. Enjoy!']",Five Stars,True,5.0,1190,"Steampunk Cat Vintage Dictionary Art Print, Antique Wall Art Home Decor, Modern Boho Poster, Farmhouse Decoration Living Room Bedroom Office 8x10 Inches, Ready To FrameB015X3F4AE"
There is a massive seam running down the whole letter. The edges are all very sharp! You can still see the pen/marker they used to cut out the letter. Also I ordered &#34;spotty-no rust&#34;!!! This is what I got. Overall it works but is Not professional in any way and not what I expected when I opened the box.<br />Very disappointed for $65!!!!,"['Are you looking for REAL RUSTY Numbers and Letters made from corrugated tin roofing?  Our letters make rustic wall decor elements for any room. Use our rusty galvanized metal letters in your:  log cabin living room bedroom bathroom kids room laundry room or even more!  Each galvanized piece is unique. Each piece may contain rust, nail holes, weathering and other imperfections giving each piece it\'s own unique character. How To Order Multiple Letters For ordering multiple letters, please change the quantity to the total number you want. Enter one of the letters in the required letter field. Then in the Notes section of the customization, please tell us the letters you want. For example if you want ""HOME"" enter the quantity of 4, the letter H for your letter choice, then in the notes put ""Please send HOME "" you will not get 4 H\'s but the requested HOME. If you don\'t specify in the notes with the order you WILL get 4 H\'s.  If you realize you have made a mistake please cancel and reorder with the correct notes. Optional Wall Hanger Please specify if you want the hanger added to your letter. Hangers will only hold up to 30"" tall letters. Larger letters are too heavy for such attachment. Please attach Giant letters with screws or nails.  My customer\'s satisfaction is of utmost importance to me, please contact us first before leaving feedback.Base price is for 8"" tall letters. Please use a ruler or tape measure to visualize the height before ordering. Several sizes are pictured The main picture is 16"" M and 12"" T and W.']",Not what I expected. Disappointed,True,2.0,87186,"Rusty Tin Letters Rustic Metal Wall Decor 8"" - 36"" Galvanized Farmhouse Wedding DecorationsB018RXP4M0"
Love!!! Exactly what I was hoping for. Thank you so much.,"['A personalized sterling silver stacking ring 2.4 mm wide and a sturdy 1.35 mm thick to last a lifetime. Handmade from solid sterling silver wire. Lettering available is upper case only A-Z, &, a heart symbol and simple punctuation. Every ring tells a story.']",Love it!,True,5.0,122,"Personalized Sterling Silver Ring, Stacking Rings - 2.4 mm wideB01591IOQG"
liked it so much coming back to buy more! love being able to run in it.,"[""Party Casa's bestselling cotton mask is now on Amazon! Our single layer cotton gauze is thinner than double and triple layered masks making it more lightweight, breathable and comfortable. Mask fit can be adjusted by pulling ear loops to tighten material for a closer fit and a simple knot will secure the loop, or ear loops can be left untied for a looser fit. Other mask colors shown are not included and sold as separate listings. We are a female owned small business and we thank you for your support! Join our family of satisfied customers breathing easier!""]",love!,True,5.0,63070,"Adult Face Mask, Breathable, Single Layer, Cotton, Lightweight, Adjustable, and Reversible (Black)B08QV7PHXL"
"I ordered a size 7 ring. The one I received is definitely not a size 7. It’s more like a size 6. I do like it, and it fits ok. So I am keeping it.","[""With an elegant style to easily match any trend, these solid gold stacking rings are the staple of every collection. Made from solid gold, the Thin Stacking Ring features a timeless and minimalist design that never goes out of style. From day to night, this dainty gold ring adds a hint of shine to any outfit. Each color is beautifully hand crafted from 1mm thick gold wire, as seen in the photos above. This simple design is perfect for you or your loved one's stacking ring collection.""]",Wrong Size Sent,True,2.0,81550,"Solid 14k Gold Thin Stacking Ring (yellow-gold, 7)B0CB9NSN82"
I am soooo in love with my ring! He made it just how I wanted it and it fits perfectly! It shipped out within two days and was at my door a few days later! Thank you so much for this very sentimental keepsake!!,"['A personalized sterling silver stacking ring 2.4 mm wide and a sturdy 1.35 mm thick to last a lifetime. Handmade from solid sterling silver wire. Lettering available is upper case only A-Z, &, a heart symbol and simple punctuation. Every ring tells a story.']",Perfect in every way!!,True,5.0,175,"Personalized Sterling Silver Ring, Stacking Rings - 2.4 mm wideB01591IOQG"
My daughter really enjoyed this item!,['Vintage Rock Wall Collage Kit'],True to the description.,True,5.0,77150,"Rock Band Posters, Retro Music Concert Album Photo Wall Aesthetic Pictures, Vintage Room Decor, Band Posters, Vintage Rock Wall Collage KitB0BHDJ1B1Q"
"But it for a soon-to-be teacher, she loved it","[""Here at Simply Custom Life, we know gifts! Whether you are giving this as a gift or treating yourself for once, this tote is functional and loved by many! Great for carrying books, computers, iPads, clothes and whatever else you would need it for. \xa0We offer an optional 13-pocket organizer for some added space.  What makes this bag truly special is the design we print on the front pocket.\xa0It is easily customized by adding a name. Some specs about the bag:There is a black front pocket with a pen loop. The main compartment is zippered. The back panel of the tote is black. It is very important to us that you love your bag, so please be specific with any special requests. \xa0We'll design a bag for you! Let us know if you have a design you would like to see.""]",Friend loved it,True,5.0,10895,Custom Teacher Tote - Teachers Change the World Apple - Personalized Teacher Tote Bag with Mesh Pockets #1546B01FNDCF5G
We ordered these for our office décor. We live in a copper mining community and the rustic look was perfect. They arrived in a reasonable a mount of time... especially considering the holiday rush. The metal is lightweight and easy to hang on the wall. We paired it with a tin star (I may try and rust it myself to match). They look great.,"['Are you looking for REAL RUSTY Numbers and Letters made from corrugated tin roofing?  Our letters make rustic wall decor elements for any room. Use our rusty galvanized metal letters in your:  log cabin living room bedroom bathroom kids room laundry room or even more!  Each galvanized piece is unique. Each piece may contain rust, nail holes, weathering and other imperfections giving each piece it\'s own unique character. How To Order Multiple Letters For ordering multiple letters, please change the quantity to the total number you want. Enter one of the letters in the required letter field. Then in the Notes section of the customization, please tell us the letters you want. For example if you want ""HOME"" enter the quantity of 4, the letter H for your letter choice, then in the notes put ""Please send HOME "" you will not get 4 H\'s but the requested HOME. If you don\'t specify in the notes with the order you WILL get 4 H\'s.  If you realize you have made a mistake please cancel and reorder with the correct notes. Optional Wall Hanger Please specify if you want the hanger added to your letter. Hangers will only hold up to 30"" tall letters. Larger letters are too heavy for such attachment. Please attach Giant letters with screws or nails.  My customer\'s satisfaction is of utmost importance to me, please contact us first before leaving feedback.Base price is for 8"" tall letters. Please use a ruler or tape measure to visualize the height before ordering. Several sizes are pictured The main picture is 16"" M and 12"" T and W.']",as described,True,5.0,87293,"Rusty Tin Letters Rustic Metal Wall Decor 8"" - 36"" Galvanized Farmhouse Wedding DecorationsB018RXP4M0"
"Your opinion of this product will be personal, just as what you like about certain kinds of art is personal. Personally, I didn't care for this scent at all. I purchased it because of its description ""wood sage & sea salt"". Unfortunately, I missed the tag word ""impression"". It smells like somebody threw this together based on their sense of smell and in my opinion, it misses the mark...badly. Instead I purchased a small, slender bottle of Fan di Fendi and then a second bottle because I like it very much.",['Premium quality alcohol-free uncut perfume body oil roll on glass bottle. Pure perfume oil that is long lasting and smells great all day. This perfume impression is our version of the fragrance and is not the original brand.'],Not Wood Sage-y at ALL,True,1.0,34768,WOOD SAGE & SEA SALT (Unisex) Type Hypoallergenic Pure Perfume Body Oil Roll On 1/3oz (10ml) CPS Fragrance Co.B07BZFH857
